Date,PM2.5,PM10,NO2,SO2,CO,O3,Temp,Humidity,AQI
2021-01-01,86.18101782710437,85.30560640110166,34.521514317450226,8.406487728940437,0.6551035423913858,50.91825874584886,29.67388089181303,37.19413878407833,116.37542586609382
2021-01-02,172.60714596148742,94.09724181403507,83.03962730293723,22.452174046261906,0.6778891971947744,42.937926930207574,10.205265476050645,66.4241640129666,189.33484756374696
2021-01-03,139.79909127171078,87.2876524288509,65.30492339293755,41.159194675817155,1.9346646241927408,79.33775385188524,12.747845395876345,70.42409589039269,160.22084603844428
2021-01-04,119.79877262955549,205.91689471335067,57.033047323533,45.579831284580294,1.9150460622195524,86.62454727603789,40.84403237170541,84.6774079890034,192.16061629639887
2021-01-05,53.40279606636548,120.02505183334603,23.32421019101108,14.156273412391812,2.6950837821111424,40.40946359712838,12.725764618195177,42.38672659687926,97.56763031035764
2021-01-06,53.39917805043039,61.56853531267927,48.52916578548191,8.013812541137218,1.8946841891501829,91.16270144448535,34.738125867367685,76.58178459084684,74.53296175940815
2021-01-07,38.71254182522992,243.82052602816228,49.52687034014447,44.48077039097774,2.8994775510121253,39.39167605049337,42.20133574381684,59.908465935147035,136.80464410208933
2021-01-08,159.92642186624028,226.75717699268515,79.84227071420025,22.523222254049386,0.6217371209998244,54.63263599865612,19.473926150560587,85.62691925424633,236.18823606094585
2021-01-09,120.16725176148132,235.55045663904258,55.998616514084134,29.379243392040348,0.7450192119518526,82.7018527014134,22.967200297083,57.22496866364966,203.84180191543604
2021-01-10,136.21088666940682,248.98156452928706,43.53004117278073,48.56296154228415,0.6101646539259535,79.29202292247886,29.91224920456507,56.41038627183738,223.36811365421988
2021-01-11,33.08767414437037,84.77904984389747,88.26002463829946,7.995412756140029,0.96319212583385,108.73684723122,40.85981393735047,61.23016651527273,55.725904249340466
2021-01-12,175.48647782429916,129.24840378053176,23.304044499473676,34.1743103353443,1.8531752773541952,32.51610242159319,42.96669555411471,74.94522841139475,214.02192079929355
2021-01-13,154.86639612006326,201.64769514081826,46.691132123395846,8.334744015869019,2.11393045356857,76.23179135395823,35.88471368389438,92.17523830627687,218.94520574965313
2021-01-14,61.85086660174142,189.20412361075844,18.151850637855397,21.896101780992517,0.613962894871672,70.96819082757774,13.031691629914292,20.885068337261252,143.53197251213925
2021-01-15,57.273745081065094,80.77918126797101,70.49280905751978,41.1716545337051,2.8649272246139983,101.509845449003,33.42039544371978,19.274768191281375,90.37727649646375
2021-01-16,57.51067647801507,213.16662499812355,83.8557414149363,24.506250474003547,2.6054134416259527,25.636214164487505,24.360630265543172,90.00402699258709,138.37905772288596
2021-01-17,75.63633644393066,94.88811436733214,36.0027997162867,49.87320592563277,1.2415312053927328,85.1798163586933,26.474534982187155,57.39005004145649,101.54848126427629
2021-01-18,108.71346474483568,94.76352296452461,79.37562575993407,30.157667822597098,0.6929688255661699,66.82686162687683,11.720193662081197,64.19224116535489,147.85254516392482
2021-01-19,94.79175279631737,157.3948845786827,36.916367284642334,19.452296868617907,0.9247176830476431,37.466586978790545,16.687174877122537,53.59388812757831,160.1553176469127
2021-01-20,73.68437102970628,168.58798696834063,83.30776212329364,14.90500966571389,0.8173610343874317,57.44349141471741,37.66797626367767,22.49259620859796,138.3387169443631
2021-01-21,121.77793420835692,166.01724156756222,71.54714276975879,20.77342404287728,0.8082094482473672,43.37765970697978,25.888559156675093,76.44715027349332,179.50586831459313
2021-01-22,50.92407909780627,68.29736747955097,75.3680082631079,21.763997319179786,1.7964042216643348,67.93134027884608,20.558178457090207,74.77797160708695,70.86505058419733
2021-01-23,73.82169728028272,225.49217252607608,16.35049167003409,8.092115497578245,1.1146186062335008,98.90006108146659,23.440667588773536,39.93626571942496,166.38168389597624
2021-01-24,84.95427649405376,103.12000851774121,87.21077678055195,21.630838974204792,1.3953492913228611,66.93049844122021,39.90398296639881,39.49913961827203,115.02922934931688
2021-01-25,98.41049763255539,75.90298425656084,69.50032440527424,25.890733388265122,2.973763333460806,73.17224183265841,36.21496560917349,82.02731047244148,107.64349708163253
2021-01-26,147.77639420895204,227.74961597379544,37.85633215396,37.52319885074621,2.210785622313362,61.874784711470944,19.531038901337897,20.78858061930613,221.48948333326194
2021-01-27,59.95106732375396,241.13029964595069,77.20459986441352,34.55282681247236,2.8724516676175034,15.11655064454759,14.112564407433066,85.48841186852526,159.5725058051216
2021-01-28,107.13516576204174,222.42552345309014,36.114089881119746,36.89445448531194,0.856391387582789,33.28585568760943,18.81993775754251,35.532935191673154,185.5010402741131
2021-01-29,118.86218532930637,211.90321494497562,80.4565379674596,5.37636568445857,1.4553486870814232,59.20017294320827,42.22647578691568,62.438779820439514,196.05291693058177
2021-01-30,36.96756190799966,181.04839612780435,23.443529280895277,14.795032981124121,1.8868295082058857,41.02352837447047,30.355609324741437,89.87953432014221,107.52090068214736
2021-01-31,121.13172778521576,160.17147412182786,67.77644830955968,34.77579297799355,0.691895154721845,28.176359776119423,28.6718073060674,69.24980012293172,171.12736235974594
2021-02-01,55.57861855309373,67.39735198228203,55.55238574836827,26.779521568088622,0.5104686090698947,60.41328419184383,30.873775989236155,48.154384997362925,81.83646069422254
2021-02-02,39.75773894779193,131.69064261413973,22.240085264658063,5.239106405075567,2.1760858344922935,42.28097934478503,22.810989301128032,70.16273671243322,94.29227002018655
2021-02-03,172.33283058799998,124.5377034024628,33.14203711941292,41.202258909432004,2.1045487920035884,35.81076431734147,38.24874571118295,42.51837090530962,202.4765504243415
2021-02-04,174.8448049611839,101.95075675206525,15.93030272079861,39.776430798065185,1.5269720249990293,56.39854174403808,28.315018725508743,37.18067330793489,198.89074462078895
2021-02-05,151.25960221746917,194.684022737717,50.15759740983794,29.678862334710317,1.7241101900800815,23.328425808217315,14.086176596907844,94.73466223477438,218.58151508355817
2021-02-06,75.6920653760056,149.17514701575416,37.59489455700003,7.990849659932246,1.538607501480224,102.77457330754073,14.517279369017203,75.06321849438302,138.69988818295099
2021-02-07,44.65081710095758,66.20924318152959,59.87681132233191,39.49317722896631,0.5600126121122222,96.7702097919239,28.79007012759164,66.57759819054542,65.44805765592655
2021-02-08,132.63495397682354,94.03664038996226,37.29283557814629,31.26711144791138,1.338429015543656,80.76205857405353,42.77995763247937,43.4231714575455,152.90802416314548
2021-02-09,96.0228740609402,186.65175273191917,37.49393336302386,40.18819897210816,0.9427056384932246,20.62138275884562,20.792324258666955,18.932866332403854,159.10718534920605
2021-02-10,48.30573522671682,65.22617189806004,70.73948990487025,38.82861465781282,0.7460604727534219,87.5877254469693,40.433940910072636,17.484550082812447,68.26674870997421
2021-02-11,104.27653651669053,220.24138280975373,18.61071269837651,41.13509323810267,2.8918010847233746,90.7957328109019,36.743345530260775,59.334500435903905,192.56752777508837
2021-02-12,35.15827816728276,149.02930540279488,82.71712463939905,28.310362988208116,1.998399312605414,86.77646177143377,18.67343550174174,75.96261768312408,103.44766073475871
2021-02-13,166.39806031181732,146.1173154653296,78.91979057933861,11.314603318708174,2.321640710591507,21.396588711924117,11.271926191068486,57.990335235508404,211.9926690648764
2021-02-14,68.81699724000254,168.48155693190353,65.08535124198049,35.20208630208599,1.2884093581652938,74.39079570677647,13.564654279983396,82.26280575512916,125.34018894061157
2021-02-15,129.3783426530973,214.93619318502982,59.49161775805382,32.92132032733868,1.4828678237350381,93.43247957493986,35.49728768466041,17.67412264745773,212.1086042516998
2021-02-16,76.75666141341165,119.56184158043861,81.92268736047392,38.40139342395892,1.0923099847418087,67.73534012196677,16.988440831422636,44.34016611407521,109.85339779623692
2021-02-17,108.01020317667162,185.6032305118127,28.89976346465358,12.644645272283089,0.7424141774135619,74.6407375228089,22.994482217688784,33.965631293934244,179.82071305109832
2021-02-18,112.00654190149194,163.1463927991582,20.922687164312144,13.773883995513016,0.9475790936039594,55.83634794263062,27.55947081022487,50.78183745256976,166.78251474303406
2021-02-19,57.72816832882906,103.40565403388426,32.96326274321536,45.06842827486978,2.4937851132412145,62.87073198840526,35.391385895755704,20.790111455529797,99.11415396442189
2021-02-20,175.4376941646838,225.7259972710316,74.59337090251427,38.749000930343186,2.19386451295944,13.437685835172521,13.963092814069388,91.3305313256858,244.0364970724726
2021-02-21,146.2699235041672,209.48520432138562,17.600270004486248,45.87028199151453,1.8673221899636923,73.89630219732845,24.22282418471115,32.86043208554887,224.45361508669637
2021-02-22,170.92484123462836,181.6903669316851,58.71051263126172,39.142189452376435,1.68772468216692,18.14472128911592,26.97755181999434,88.78462203868678,219.72190643816796
2021-02-23,164.22410256414733,220.11634581884837,89.65781371434825,31.871988769563583,2.8060857091403113,53.50145943402234,28.92894723900389,49.07145240293454,235.3005682437411
2021-02-24,119.68499682166276,223.45884019196046,79.17720703781545,34.435973166254314,0.6818373694466711,39.265509766740784,38.64262244883258,93.84193066041745,197.29825224595038
2021-02-25,168.2811352534675,191.67259534300695,54.10842667826921,45.01075657730045,1.2015020330947899,64.54279502117132,16.008736826512592,59.32467067681686,220.52020860568803
2021-02-26,43.273875307787925,217.4026656727344,19.773068196498176,31.046303953037324,1.3748446339267852,23.341633552320708,38.27410081393178,89.46662913406459,135.08663140229254
2021-02-27,59.397429362871776,189.49429233385672,77.35301357892823,33.45760959477744,2.4560645305319695,79.16434019733182,34.25074496938282,15.427919095537828,144.79069209786132
2021-02-28,36.78409333658071,186.02815435206008,59.92338811329079,12.041452220162025,2.981286550404928,89.50115369284704,29.455478496963575,74.859104494472,128.3136749061207
2021-03-01,78.79954961448965,173.72227564303688,23.619974779467512,26.326454905224622,1.1016762868928827,26.33544497431565,34.48347546409002,87.24405224820123,145.64042014711404
2021-03-02,88.3015934534223,200.54332791152825,22.039296361751717,37.23787003811445,2.6857683353427015,20.431308735188217,24.420620863307974,26.177645358316326,170.88425837093425
2021-03-03,70.70235476608438,81.72102105861474,83.22201145774443,17.192421424236443,2.576556901079478,24.551548278735915,14.84391550888436,22.69006813857212,98.03193421719104
2021-03-04,154.3106263727894,226.17415183978568,65.19001972035588,14.101438123604071,1.0616434941044166,97.71275618985017,33.30178340928786,48.96580857487645,235.4368167186156
2021-03-05,83.51299900403839,224.3687055490464,77.19650994875667,19.122206370098702,1.4983314504980565,62.81892617563562,28.36353073399678,89.69431249063481,170.24122339486732
2021-03-06,72.14017645310712,55.84945660691183,80.92341752117005,15.867528259677504,1.524182173231298,56.72609960075026,32.37811801899714,58.390924815235095,87.42679008536439
2021-03-07,111.40441247373727,215.16335011295254,57.88292640362417,14.671068666637813,2.945551671316396,20.671181910235426,21.82995733599715,57.19651709773857,194.20465167653748
